Lamar Jackson QB 29 0 3678 0 821
Tyreek Hill WR 13 119 0 1799 15
Christian McCaffrey RB 21 67 0 564 1459
Patrick Mahomes QB 27 0 4183 0 389
Justin Jefferson WR 5 68 0 1074 0
Derrick Henry RB 12 28 0 214 1167
Josh Allen QB 44 0 4306 0 524
Ja'Marr Chase WR 7 100 0 1216 0
Saquon Barkley RB 10 41 0 280 962
Travis Kelce TE 5 93 0 984 0
